object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Radii of the object_0,Radii of the object_1,Total Intensity_0,Total Intensity_1,Total Intensity_2,Total Intensity_3,Center of the object_0,Center of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Maximum intensity_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,PrincipalAxes_9,PrincipalAxes_10,PrincipalAxes_11,PrincipalAxes_12,PrincipalAxes_13,PrincipalAxes_14,PrincipalAxes_15,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Mean Intensity_3,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Minimum intensity_3,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Variance of Intensity_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Total Intensity in neighborhood_3,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Maximum intensity in neighborhood_3,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Mean Intensity in neighborhood_3,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Minimum intensity in neighborhood_3,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Variance of Intensity in neighborhood_3
39,0,40,0,Label 2,0.36,0.64,581.0,12.7692,4.06324,67106.0,67106.0,67106.0,148155.0,407.88,698.542,417.0,726.0,400.0,673.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.0165401,-0.999863,0.999863,-0.0165401,115.501,115.501,115.501,255.0,104.0,104.0,104.0,255.0,20.5323,20.5323,20.5323,0.0,600879.0,600879.0,600879.0,1.60497e+06,126.0,126.0,126.0,255.0,95.4685,95.4685,95.4685,255.0,69.0,69.0,69.0,255.0,124.81,124.81,124.81,0.0
40,0,41,0,Label 1,0.89,0.11,481.0,10.6731,3.90001,54457.0,54457.0,54457.0,122655.0,1979.36,706.961,1989.0,723.0,1967.0,686.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.338778,-0.940866,0.940866,-0.338778,113.216,113.216,113.216,255.0,102.0,102.0,102.0,255.0,34.7849,34.7849,34.7849,0.0,537591.0,537591.0,537591.0,1.45274e+06,112.0,112.0,112.0,255.0,94.3639,94.3639,94.3639,255.0,86.0,86.0,86.0,255.0,19.6617,19.6617,19.6617,0.0
41,0,42,Label 1,Label 1,0.9,0.1,1223.0,18.3775,6.71368,144964.0,144964.0,144964.0,311865.0,247.852,750.955,262.0,783.0,232.0,722.0,127.0,127.0,127.0,255.0,0.57735,0.0,-0.781987,-0.234867,0.57735,0.0,0.594395,-0.559787,0.57735,0.0,0.187592,0.794654,0.0,1.0,0.0,0.0,0.0953965,-0.995439,0.995439,0.0953965,118.531,118.531,118.531,255.0,107.0,107.0,107.0,255.0,11.8238,11.8238,11.8238,0.0,768209.0,768209.0,768209.0,1.98492e+06,127.0,127.0,127.0,255.0,98.6908,98.6908,98.6908,255.0,88.0,88.0,88.0,255.0,30.3796,30.3796,30.3796,0.0
42,0,43,Label 2,Label 2,0.09,0.91,1433.0,39.7694,4.07057,165634.0,165634.0,165634.0,365415.0,56.3294,795.428,78.0,862.0,42.0,732.0,135.0,135.0,135.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.170087,-0.985429,0.985429,-0.170087,115.585,115.585,115.585,255.0,102.0,102.0,102.0,255.0,28.9475,28.9475,28.9475,0.0,1.0857e+06,1.0857e+06,1.0857e+06,2.88226e+06,137.0,137.0,137.0,255.0,96.0541,96.0541,96.0541,255.0,63.0,63.0,63.0,255.0,148.987,148.987,148.987,0.0
43,0,44,0,Label 1,0.68,0.32,250.0,5.2637,3.87485,27782.0,27782.0,27782.0,63750.0,98.48,748.024,109.0,757.0,89.0,741.0,113.0,113.0,113.0,255.0,0.57735,0.0,-0.81613,0.0244713,0.57735,0.0,0.386872,-0.719025,0.57735,0.0,0.429258,0.694553,0.0,1.0,0.0,0.0,0.880644,-0.473779,-0.473779,-0.880644,111.128,111.128,111.128,255.0,105.0,105.0,105.0,255.0,2.88762,2.88762,2.88762,0.0,462728.0,462728.0,462728.0,1.1475e+06,137.0,137.0,137.0,255.0,102.828,102.828,102.828,255.0,76.0,76.0,76.0,255.0,38.5786,38.5786,38.5786,0.0
44,0,45,0,Label 1,0.75,0.25,353.0,5.86745,4.78805,41997.0,41997.0,41997.0,90015.0,289.416,762.615,299.0,773.0,279.0,752.0,127.0,127.0,127.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.607647,-0.794207,0.794207,-0.607647,118.972,118.972,118.972,255.0,105.0,105.0,105.0,255.0,24.3901,24.3901,24.3901,0.0,464933.0,464933.0,464933.0,1.21227e+06,125.0,125.0,125.0,255.0,97.7983,97.7983,97.7983,255.0,88.0,88.0,88.0,255.0,45.1467,45.1467,45.1467,0.0
45,0,46,0,Label 1,0.86,0.14,433.0,6.62577,5.31905,48102.0,48102.0,48102.0,110415.0,1428.75,823.402,1442.0,835.0,1416.0,814.0,117.0,117.0,117.0,255.0,0.57735,0.0,-0.719025,-0.386872,0.57735,0.0,0.0244713,0.81613,0.57735,0.0,0.694553,-0.429258,0.0,1.0,0.0,0.0,0.991118,0.132985,0.132985,-0.991118,111.09,111.09,111.09,255.0,105.0,105.0,105.0,255.0,5.60621,5.60621,5.60621,0.0,471097.0,471097.0,471097.0,1.27857e+06,127.0,127.0,127.0,255.0,93.9563,93.9563,93.9563,255.0,83.0,83.0,83.0,255.0,75.3577,75.3577,75.3577,0.0
46,0,47,0,Label 1,0.79,0.21,283.0,5.1961,4.44988,31295.0,31295.0,31295.0,72165.0,135.071,825.403,145.0,834.0,127.0,815.0,113.0,113.0,113.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.550255,-0.834997,0.834997,0.550255,110.583,110.583,110.583,255.0,105.0,105.0,105.0,255.0,3.11943,3.11943,3.11943,0.0,458012.0,458012.0,458012.0,1.16637e+06,113.0,113.0,113.0,255.0,100.134,100.134,100.134,255.0,92.0,92.0,92.0,255.0,16.0984,16.0984,16.0984,0.0
47,0,48,0,Label 2,0.49,0.51,376.0,6.78478,4.55955,41995.0,41995.0,41995.0,95880.0,253.989,830.266,266.0,840.0,241.0,820.0,119.0,119.0,119.0,255.0,0.57735,0.0,-0.719025,-0.386872,0.57735,0.0,0.0244713,0.81613,0.57735,0.0,0.694553,-0.429258,0.0,1.0,0.0,0.0,0.93631,-0.351175,-0.351175,-0.93631,111.689,111.689,111.689,255.0,102.0,102.0,102.0,255.0,17.3048,17.3048,17.3048,0.0,493597.0,493597.0,493597.0,1.26327e+06,133.0,133.0,133.0,255.0,99.6361,99.6361,99.6361,255.0,67.0,67.0,67.0,255.0,63.2493,63.2493,63.2493,0.0
48,0,49,0,Label 1,0.56,0.44,267.0,6.7152,3.5032,29060.0,29060.0,29060.0,68085.0,90.2659,849.745,102.0,859.0,79.0,841.0,113.0,113.0,113.0,255.0,0.57735,-0.617145,0.0,-0.534601,0.57735,0.771551,0.0,-0.267163,0.57735,-0.154406,0.0,0.801764,0.0,-0.0,1.0,0.0,0.907769,-0.419469,-0.419469,-0.907769,108.839,108.839,108.839,255.0,102.0,102.0,102.0,255.0,6.23249,6.23249,6.23249,0.0,477684.0,477684.0,477684.0,1.20768e+06,130.0,130.0,130.0,255.0,100.862,100.862,100.862,255.0,75.0,75.0,75.0,255.0,98.9468,98.9468,98.9468,0.0
49,0,50,0,Label 1,0.85,0.15,412.0,7.13638,4.68882,48249.0,48249.0,48249.0,105060.0,1438.66,858.262,1450.0,870.0,1426.0,848.0,127.0,127.0,127.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.852127,0.523335,0.523335,-0.852127,117.109,117.109,117.109,255.0,102.0,102.0,102.0,255.0,26.4711,26.4711,26.4711,0.0,477384.0,477384.0,477384.0,1.27653e+06,117.0,117.0,117.0,255.0,95.3624,95.3624,95.3624,255.0,85.0,85.0,85.0,255.0,39.0764,39.0764,39.0764,0.0
50,0,51,0,Label 1,0.95,0.05,521.0,8.44217,5.23264,60691.0,60691.0,60691.0,132855.0,1490.1,862.549,1502.0,881.0,1480.0,849.0,121.0,121.0,121.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.138523,-0.990359,0.990359,-0.138523,116.489,116.489,116.489,255.0,107.0,107.0,107.0,255.0,9.02532,9.02532,9.02532,0.0,516525.0,516525.0,516525.0,1.38032e+06,121.0,121.0,121.0,255.0,95.4231,95.4231,95.4231,255.0,87.0,87.0,87.0,255.0,34.846,34.846,34.846,0.0
51,0,52,0,Label 1,0.7,0.3,197.0,4.08428,3.83707,24302.0,24302.0,24302.0,50235.0,434.939,873.64,442.0,881.0,428.0,866.0,128.0,128.0,128.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,0.0458666,-0.998948,0.998948,0.0458666,123.36,123.36,123.36,255.0,112.0,112.0,112.0,255.0,13.4488,13.4488,13.4488,0.0,393230.0,393230.0,393230.0,1.07763e+06,119.0,119.0,119.0,255.0,93.0502,93.0502,93.0502,255.0,88.0,88.0,88.0,255.0,15.8882,15.8882,15.8882,0.0
52,0,53,0,Label 2,0.24,0.76,229.0,6.17392,2.97756,27005.0,27005.0,27005.0,58395.0,91.0349,882.59,103.0,888.0,79.0,877.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.999766,-0.0216091,-0.0216091,-0.999766,117.926,117.926,117.926,255.0,105.0,105.0,105.0,255.0,30.3133,30.3133,30.3133,0.0,408201.0,408201.0,408201.0,1.15158e+06,124.0,124.0,124.0,255.0,90.3899,90.3899,90.3899,255.0,34.0,34.0,34.0,255.0,416.214,416.214,416.214,0.0
53,0,54,0,Label 2,0.33,0.67,261.0,6.85461,3.02891,29980.0,29980.0,29980.0,66555.0,131.885,895.513,144.0,903.0,120.0,888.0,121.0,121.0,121.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.89074,0.454513,0.454513,-0.89074,114.866,114.866,114.866,255.0,108.0,108.0,108.0,255.0,8.6142,8.6142,8.6142,0.0,419046.0,419046.0,419046.0,1.19034e+06,179.0,179.0,179.0,255.0,89.7699,89.7699,89.7699,255.0,34.0,34.0,34.0,255.0,377.568,377.568,377.568,0.0
54,0,55,0,Label 1,0.88,0.12,159.0,3.8692,3.30182,18331.0,18331.0,18331.0,40545.0,1495.13,902.648,1501.0,910.0,1488.0,895.0,119.0,119.0,119.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.381318,-0.924444,0.924444,0.381318,115.289,115.289,115.289,255.0,108.0,108.0,108.0,255.0,7.90372,7.90372,7.90372,0.0,399330.0,399330.0,399330.0,1.04856e+06,131.0,131.0,131.0,255.0,97.1133,97.1133,97.1133,255.0,84.0,84.0,84.0,255.0,64.2041,64.2041,64.2041,0.0
55,0,56,0,Label 1,0.86,0.14,539.0,10.3523,5.23244,61523.0,61523.0,61523.0,137445.0,1524.23,924.51,1541.0,945.0,1508.0,910.0,131.0,131.0,131.0,255.0,0.57735,0.0,-0.788675,-0.211325,0.57735,0.0,0.211325,0.788675,0.57735,0.0,0.57735,-0.57735,0.0,1.0,0.0,0.0,-0.562537,-0.826772,0.826772,-0.562537,114.143,114.143,114.143,255.0,101.0,101.0,101.0,255.0,77.4657,77.4657,77.4657,0.0,583715.0,583715.0,583715.0,1.56417e+06,119.0,119.0,119.0,255.0,95.1606,95.1606,95.1606,255.0,84.0,84.0,84.0,255.0,43.6623,43.6623,43.6623,0.0
56,0,57,0,Label 1,0.82,0.18,355.0,7.46033,4.40103,39695.0,39695.0,39695.0,90525.0,1236.28,955.484,1251.0,967.0,1221.0,948.0,118.0,118.0,118.0,255.0,0.57735,-0.386872,-0.719025,0.0,0.57735,0.81613,0.0244713,0.0,0.57735,-0.429258,0.694553,0.0,0.0,-0.0,0.0,1.0,0.992103,-0.125425,-0.125425,-0.992103,111.817,111.817,111.817,255.0,101.0,101.0,101.0,255.0,19.9017,19.9017,19.9017,0.0,490584.0,490584.0,490584.0,1.30688e+06,116.0,116.0,116.0,255.0,95.7237,95.7237,95.7237,255.0,88.0,88.0,88.0,255.0,17.0113,17.0113,17.0113,0.0
57,0,58,0,Label 1,0.74,0.26,401.0,8.65892,4.10243,48007.0,48007.0,48007.0,102255.0,1295.52,1004.13,1306.0,1020.0,1282.0,992.0,131.0,131.0,131.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.664158,-0.747593,0.747593,0.664158,119.718,119.718,119.718,255.0,105.0,105.0,105.0,255.0,37.4792,37.4792,37.4792,0.0,511087.0,511087.0,511087.0,1.33748e+06,167.0,167.0,167.0,255.0,97.4427,97.4427,97.4427,255.0,78.0,78.0,78.0,255.0,80.9216,80.9216,80.9216,0.0
58,0,59,0,Label 1,0.84,0.16,167.0,3.76117,3.53174,20287.0,20287.0,20287.0,42585.0,1765.48,1023.96,1772.0,1031.0,1759.0,1017.0,128.0,128.0,128.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.0975422,-0.995231,0.995231,-0.0975422,121.479,121.479,121.479,255.0,109.0,109.0,109.0,255.0,23.8544,23.8544,23.8544,0.0,402197.0,402197.0,402197.0,1.04805e+06,119.0,119.0,119.0,255.0,97.8582,97.8582,97.8582,255.0,91.0,91.0,91.0,255.0,24.0794,24.0794,24.0794,0.0
59,0,60,0,Label 1,0.92,0.08,490.0,8.9512,4.62361,57228.0,57228.0,57228.0,124950.0,1805.96,1081.15,1819.0,1096.0,1792.0,1066.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.70052,-0.713633,0.713633,0.70052,116.792,116.792,116.792,255.0,107.0,107.0,107.0,255.0,15.671,15.671,15.671,0.0,529622.0,529622.0,529622.0,1.38032e+06,127.0,127.0,127.0,255.0,97.8426,97.8426,97.8426,255.0,89.0,89.0,89.0,255.0,30.1086,30.1086,30.1086,0.0
60,0,61,0,Label 1,0.93,0.07,1023.0,15.6427,8.26641,120151.0,120151.0,120151.0,260865.0,1840.33,1132.28,1858.0,1158.0,1814.0,1112.0,127.0,127.0,127.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.715551,0.69856,0.69856,-0.715551,117.45,117.45,117.45,255.0,107.0,107.0,107.0,255.0,17.6492,17.6492,17.6492,0.0,720216.0,720216.0,720216.0,1.89516e+06,125.0,125.0,125.0,255.0,96.9074,96.9074,96.9074,255.0,87.0,87.0,87.0,255.0,33.5859,33.5859,33.5859,0.0
61,0,62,0,Label 2,0.47,0.53,259.0,6.28364,3.45711,28709.0,28709.0,28709.0,66045.0,1994.54,1241.95,2007.0,1250.0,1984.0,1236.0,118.0,118.0,118.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.996349,-0.0853724,-0.0853724,-0.996349,110.846,110.846,110.846,255.0,104.0,104.0,104.0,255.0,14.1924,14.1924,14.1924,0.0,432721.0,432721.0,432721.0,1.18218e+06,128.0,128.0,128.0,255.0,93.3393,93.3393,93.3393,255.0,67.0,67.0,67.0,255.0,141.104,141.104,141.104,0.0
62,0,63,0,Label 2,0.43,0.57,345.0,7.17768,4.07357,43497.0,43497.0,43497.0,87975.0,1047.3,1267.47,1057.0,1279.0,1040.0,1253.0,144.0,144.0,144.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.252488,-0.9676,0.9676,0.252488,126.078,126.078,126.078,255.0,111.0,111.0,111.0,255.0,58.0432,58.0432,58.0432,0.0,486266.0,486266.0,486266.0,1.25613e+06,140.0,140.0,140.0,255.0,98.7142,98.7142,98.7142,255.0,71.0,71.0,71.0,255.0,275.078,275.078,275.078,0.0
63,0,64,Label 1,Label 1,0.78,0.22,223.0,4.79198,3.70683,30105.0,30105.0,30105.0,56865.0,765.292,1264.17,772.0,1273.0,758.0,1255.0,150.0,150.0,150.0,255.0,0.57735,-0.76337,0.0,-0.289711,0.57735,0.632582,0.0,-0.516243,0.57735,0.130788,0.0,0.805954,0.0,0.0,1.0,0.0,-0.189561,-0.981869,0.981869,-0.189561,135.0,135.0,135.0,255.0,113.0,113.0,113.0,255.0,90.2691,90.2691,90.2691,0.0,408868.0,408868.0,408868.0,1.10823e+06,142.0,142.0,142.0,255.0,94.0792,94.0792,94.0792,255.0,85.0,85.0,85.0,255.0,34.5708,34.5708,34.5708,0.0
64,0,65,0,Label 1,0.57,0.43,373.0,9.01203,3.7801,41613.0,41613.0,41613.0,95115.0,1982.49,1279.22,1991.0,1294.0,1975.0,1260.0,121.0,121.0,121.0,255.0,0.57735,0.0,-0.79507,-0.185823,0.57735,0.0,0.558462,-0.59564,0.57735,0.0,0.236608,0.781462,0.0,1.0,0.0,0.0,0.123265,-0.992374,0.992374,0.123265,111.563,111.563,111.563,255.0,104.0,104.0,104.0,255.0,18.8841,18.8841,18.8841,0.0,517083.0,517083.0,517083.0,1.3543e+06,128.0,128.0,128.0,255.0,97.3608,97.3608,97.3608,255.0,67.0,67.0,67.0,255.0,121.215,121.215,121.215,0.0
65,0,66,Label 1,Label 1,0.89,0.11,630.0,8.90753,5.6662,76886.0,76886.0,76886.0,160650.0,807.048,1292.99,818.0,1309.0,796.0,1275.0,137.0,137.0,137.0,255.0,0.57735,-0.632582,0.0,-0.516243,0.57735,0.76337,0.0,-0.289711,0.57735,-0.130788,0.0,0.805954,0.0,-0.0,1.0,0.0,-0.144096,-0.989564,0.989564,-0.144096,122.041,122.041,122.041,255.0,107.0,107.0,107.0,255.0,36.9412,36.9412,36.9412,0.0,519644.0,519644.0,519644.0,1.40556e+06,129.0,129.0,129.0,255.0,94.275,94.275,94.275,255.0,85.0,85.0,85.0,255.0,48.1704,48.1704,48.1704,0.0
66,0,67,Label 1,Label 1,0.86,0.14,831.0,9.52442,7.2399,100793.0,100793.0,100793.0,211905.0,851.968,1300.19,867.0,1319.0,837.0,1283.0,129.0,129.0,129.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.215522,-0.976499,0.976499,-0.215522,121.291,121.291,121.291,255.0,108.0,108.0,108.0,255.0,20.6878,20.6878,20.6878,0.0,567550.0,567550.0,567550.0,1.52006e+06,131.0,131.0,131.0,255.0,95.2105,95.2105,95.2105,255.0,81.0,81.0,81.0,255.0,71.3469,71.3469,71.3469,0.0
67,0,68,0,Label 1,0.59,0.41,208.0,5.17631,3.33133,24664.0,24664.0,24664.0,53040.0,1761.96,1311.97,1768.0,1321.0,1755.0,1302.0,126.0,126.0,126.0,255.0,0.57735,0.0,-0.809511,-0.106574,0.57735,0.0,0.497052,-0.64777,0.57735,0.0,0.31246,0.754344,0.0,1.0,0.0,0.0,0.14575,-0.989321,0.989321,0.14575,118.577,118.577,118.577,255.0,109.0,109.0,109.0,255.0,19.1191,19.1191,19.1191,0.0,426204.0,426204.0,426204.0,1.11537e+06,170.0,170.0,170.0,255.0,97.4403,97.4403,97.4403,255.0,72.0,72.0,72.0,255.0,246.054,246.054,246.054,0.0
68,0,69,Label 1,Label 1,0.8,0.2,627.0,7.62972,6.70125,88029.0,88029.0,88029.0,159885.0,1124.98,1349.94,1137.0,1364.0,1111.0,1336.0,156.0,156.0,156.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.497906,-0.867231,0.867231,0.497906,140.397,140.397,140.397,255.0,124.0,124.0,124.0,255.0,69.0209,69.0209,69.0209,0.0,550551.0,550551.0,550551.0,1.39485e+06,149.0,149.0,149.0,255.0,100.649,100.649,100.649,255.0,81.0,81.0,81.0,255.0,122.496,122.496,122.496,0.0
69,0,70,0,Label 1,0.74,0.26,437.0,6.28182,5.67068,50280.0,50280.0,50280.0,111435.0,1762.98,1371.23,1775.0,1381.0,1751.0,1360.0,123.0,123.0,123.0,255.0,0.57735,0.0,-0.771551,-0.267163,0.57735,0.0,0.617145,-0.534601,0.57735,0.0,0.154406,0.801764,0.0,1.0,0.0,0.0,0.931602,-0.36348,-0.36348,-0.931602,115.057,115.057,115.057,255.0,105.0,105.0,105.0,255.0,15.9487,15.9487,15.9487,0.0,470764.0,470764.0,470764.0,1.27857e+06,115.0,115.0,115.0,255.0,93.8899,93.8899,93.8899,255.0,71.0,71.0,71.0,255.0,55.3337,55.3337,55.3337,0.0
70,0,71,Label 1,Label 1,0.87,0.13,1808.0,17.1843,10.9749,229907.0,229907.0,229907.0,461040.0,1062.65,1397.31,1082.0,1432.0,1033.0,1368.0,149.0,149.0,149.0,255.0,0.57735,0.0,-0.809511,-0.106574,0.57735,0.0,0.497052,-0.64777,0.57735,0.0,0.31246,0.754344,0.0,1.0,0.0,0.0,0.118056,-0.993007,0.993007,0.118056,127.161,127.161,127.161,255.0,113.0,113.0,113.0,255.0,58.176,58.176,58.176,0.0,826439.0,826439.0,826439.0,2.1726e+06,138.0,138.0,138.0,255.0,96.9999,96.9999,96.9999,255.0,86.0,86.0,86.0,255.0,37.8896,37.8896,37.8896,0.0
71,0,72,0,Label 2,0.37,0.63,418.0,13.6849,2.8539,49269.0,49269.0,49269.0,106590.0,1423.34,1403.54,1438.0,1428.0,1414.0,1380.0,131.0,131.0,131.0,255.0,0.57735,0.408248,0.707107,0.0,0.57735,0.408248,-0.707107,0.0,0.57735,-0.816497,0.0,0.0,0.0,-0.0,0.0,1.0,0.357604,-0.933873,0.933873,0.357604,117.868,117.868,117.868,255.0,104.0,104.0,104.0,255.0,34.9564,34.9564,34.9564,0.0,575469.0,575469.0,575469.0,1.58202e+06,131.0,131.0,131.0,255.0,92.7577,92.7577,92.7577,255.0,43.0,43.0,43.0,255.0,285.59,285.59,285.59,0.0
72,0,73,0,Label 1,0.8,0.2,327.0,6.91038,3.87971,37021.0,37021.0,37021.0,83385.0,1536.65,1401.75,1544.0,1414.0,1529.0,1387.0,128.0,128.0,128.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.0796805,-0.99682,0.99682,-0.0796805,113.214,113.214,113.214,255.0,101.0,101.0,101.0,255.0,42.0704,42.0704,42.0704,0.0,472089.0,472089.0,472089.0,1.23879e+06,136.0,136.0,136.0,255.0,97.1776,97.1776,97.1776,255.0,80.0,80.0,80.0,255.0,86.5594,86.5594,86.5594,0.0
73,0,74,0,Label 1,0.63,0.37,351.0,6.36663,4.40761,44473.0,44473.0,44473.0,89505.0,704.883,1403.78,717.0,1412.0,693.0,1395.0,139.0,139.0,139.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.994232,0.107253,0.107253,-0.994232,126.704,126.704,126.704,255.0,110.0,110.0,110.0,255.0,52.898,52.898,52.898,0.0,453052.0,453052.0,453052.0,1.21941e+06,133.0,133.0,133.0,255.0,94.7411,94.7411,94.7411,255.0,81.0,81.0,81.0,255.0,35.04,35.04,35.04,0.0
74,0,75,0,Label 1,0.82,0.18,312.0,5.90563,4.28518,33817.0,33817.0,33817.0,79560.0,1565.38,1407.7,1576.0,1419.0,1555.0,1398.0,116.0,116.0,116.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.679967,-0.733242,0.733242,-0.679967,108.388,108.388,108.388,255.0,97.0,97.0,97.0,255.0,13.1477,13.1477,13.1477,0.0,449178.0,449178.0,449178.0,1.19748e+06,128.0,128.0,128.0,255.0,95.6512,95.6512,95.6512,255.0,78.0,78.0,78.0,255.0,88.4661,88.4661,88.4661,0.0
75,0,76,0,Label 1,0.94,0.06,374.0,7.32483,4.19243,43100.0,43100.0,43100.0,95370.0,1510.53,1432.86,1519.0,1447.0,1501.0,1419.0,123.0,123.0,123.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.292898,-0.956144,0.956144,0.292898,115.241,115.241,115.241,255.0,107.0,107.0,107.0,255.0,12.6587,12.6587,12.6587,0.0,479953.0,479953.0,479953.0,1.26684e+06,136.0,136.0,136.0,255.0,96.6089,96.6089,96.6089,255.0,83.0,83.0,83.0,255.0,62.8811,62.8811,62.8811,0.0
76,0,77,Label 2,Label 2,0.26,0.74,246.0,4.75184,4.12002,31540.0,31540.0,31540.0,62730.0,531.187,1428.79,540.0,1437.0,523.0,1420.0,140.0,140.0,140.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.715363,-0.698753,-0.698753,-0.715363,128.211,128.211,128.211,255.0,116.0,116.0,116.0,255.0,26.4106,26.4106,26.4106,0.0,396343.0,396343.0,396343.0,1.12608e+06,120.0,120.0,120.0,255.0,89.7516,89.7516,89.7516,255.0,81.0,81.0,81.0,255.0,31.713,31.713,31.713,0.0
