object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Radii of the object_0,Radii of the object_1,Total Intensity_0,Total Intensity_1,Total Intensity_2,Total Intensity_3,Center of the object_0,Center of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Maximum intensity_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,PrincipalAxes_9,PrincipalAxes_10,PrincipalAxes_11,PrincipalAxes_12,PrincipalAxes_13,PrincipalAxes_14,PrincipalAxes_15,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Mean Intensity_3,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Minimum intensity_3,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Variance of Intensity_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Total Intensity in neighborhood_3,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Maximum intensity in neighborhood_3,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Mean Intensity in neighborhood_3,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Minimum intensity in neighborhood_3,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Variance of Intensity in neighborhood_3
1088,10,5,0,Label 1,0.77,0.23,245.0,5.90624,3.43465,30076.0,30076.0,30076.0,62475.0,1755.99,48.7347,1763.0,62.0,1750.0,39.0,137.0,137.0,137.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.0345316,-0.999404,0.999404,0.0345316,122.759,122.759,122.759,255.0,111.0,111.0,111.0,255.0,50.4114,50.4114,50.4114,0.0,482329.0,482329.0,482329.0,1.16739e+06,158.0,158.0,158.0,255.0,105.358,105.358,105.358,255.0,91.0,91.0,91.0,255.0,102.77,102.77,102.77,0.0
1089,10,6,0,Label 1,0.9,0.1,1330.0,27.5723,5.38852,161971.0,161971.0,161971.0,339150.0,1700.62,130.744,1723.0,179.0,1679.0,94.0,137.0,137.0,137.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.310706,-0.950506,0.950506,0.310706,121.783,121.783,121.783,255.0,113.0,113.0,113.0,255.0,14.0934,14.0934,14.0934,0.0,936985.0,936985.0,936985.0,2.34778e+06,133.0,133.0,133.0,255.0,101.769,101.769,101.769,255.0,91.0,91.0,91.0,255.0,28.8698,28.8698,28.8698,0.0
1090,10,7,0,Label 1,0.75,0.25,152.0,3.75003,3.22284,19057.0,19057.0,19057.0,38760.0,1684.92,196.789,1691.0,204.0,1679.0,190.0,134.0,134.0,134.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.121662,-0.992572,0.992572,0.121662,125.375,125.375,125.375,255.0,112.0,112.0,112.0,255.0,28.8133,28.8133,28.8133,0.0,400683.0,400683.0,400683.0,1.03275e+06,131.0,131.0,131.0,255.0,98.9341,98.9341,98.9341,255.0,89.0,89.0,89.0,255.0,25.9752,25.9752,25.9752,0.0
1091,10,8,0,Label 1,0.79,0.21,341.0,11.6368,3.46272,38815.0,38815.0,38815.0,86955.0,1149.79,306.009,1166.0,328.0,1138.0,289.0,131.0,131.0,131.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,0.546662,-0.837353,0.837353,0.546662,113.827,113.827,113.827,255.0,105.0,105.0,105.0,255.0,32.4481,32.4481,32.4481,0.0,612729.0,612729.0,612729.0,1.49354e+06,183.0,183.0,183.0,255.0,104.615,104.615,104.615,255.0,88.0,88.0,88.0,255.0,120.48,120.48,120.48,0.0
1092,10,9,0,Label 2,0.33,0.67,140.0,3.91753,2.88207,14939.0,14939.0,14939.0,35700.0,367.536,306.05,373.0,314.0,362.0,299.0,111.0,111.0,111.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.0775903,-0.996985,0.996985,0.0775903,106.707,106.707,106.707,255.0,103.0,103.0,103.0,255.0,4.70709,4.70709,4.70709,0.0,411390.0,411390.0,411390.0,1.02867e+06,177.0,177.0,177.0,255.0,101.981,101.981,101.981,255.0,42.0,42.0,42.0,255.0,206.034,206.034,206.034,0.0
1093,10,10,0,Label 2,0.49,0.51,288.0,6.71758,3.48086,33163.0,33163.0,33163.0,73440.0,608.295,307.812,620.0,317.0,597.0,299.0,129.0,129.0,129.0,255.0,0.57735,0.0,-0.788675,-0.211325,0.57735,0.0,0.211325,0.788675,0.57735,0.0,0.57735,-0.57735,0.0,1.0,0.0,0.0,0.896952,-0.442128,-0.442128,-0.896952,115.149,115.149,115.149,255.0,102.0,102.0,102.0,255.0,72.7867,72.7867,72.7867,0.0,470133.0,470133.0,470133.0,1.20105e+06,161.0,161.0,161.0,255.0,99.8159,99.8159,99.8159,255.0,81.0,81.0,81.0,255.0,116.171,116.171,116.171,0.0
1094,10,11,0,Label 2,0.43,0.57,319.0,7.14885,3.62694,41957.0,41957.0,41957.0,81345.0,589.702,333.931,602.0,340.0,576.0,327.0,161.0,161.0,161.0,255.0,0.57735,-0.76337,0.0,-0.289711,0.57735,0.632582,0.0,-0.516243,0.57735,0.130788,0.0,0.805954,0.0,0.0,1.0,0.0,0.999747,0.02251,0.02251,-0.999747,131.527,131.527,131.527,255.0,113.0,113.0,113.0,255.0,170.694,170.694,170.694,0.0,486282.0,486282.0,486282.0,1.22706e+06,138.0,138.0,138.0,255.0,101.056,101.056,101.056,255.0,81.0,81.0,81.0,255.0,69.1245,69.1245,69.1245,0.0
1095,10,12,0,Label 2,0.14,0.86,676.0,11.6386,5.82466,85469.0,85469.0,85469.0,172380.0,478.797,348.352,494.0,371.0,464.0,329.0,158.0,158.0,158.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.354572,-0.935029,0.935029,-0.354572,126.433,126.433,126.433,255.0,105.0,105.0,105.0,255.0,232.056,232.056,232.056,0.0,649940.0,649940.0,649940.0,1.60803e+06,157.0,157.0,157.0,255.0,103.067,103.067,103.067,255.0,68.0,68.0,68.0,255.0,247.188,247.188,247.188,0.0
1096,10,13,0,Label 1,0.79,0.21,171.0,4.10122,3.32854,21609.0,21609.0,21609.0,43605.0,1187.69,341.749,1194.0,349.0,1181.0,334.0,134.0,134.0,134.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.520572,-0.853817,0.853817,-0.520572,126.368,126.368,126.368,255.0,113.0,113.0,113.0,255.0,22.6187,22.6187,22.6187,0.0,435274.0,435274.0,435274.0,1.05621e+06,135.0,135.0,135.0,255.0,105.088,105.088,105.088,255.0,87.0,87.0,87.0,255.0,57.3452,57.3452,57.3452,0.0
1097,10,14,0,Label 1,0.88,0.12,261.0,5.05624,4.15116,32122.0,32122.0,32122.0,66555.0,1146.64,346.111,1155.0,355.0,1138.0,336.0,129.0,129.0,129.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.0360896,-0.999349,0.999349,-0.0360896,123.073,123.073,123.073,255.0,115.0,115.0,115.0,255.0,12.2284,12.2284,12.2284,0.0,470992.0,470992.0,470992.0,1.1475e+06,142.0,142.0,142.0,255.0,104.665,104.665,104.665,255.0,91.0,91.0,91.0,255.0,55.2975,55.2975,55.2975,0.0
1098,10,15,0,Label 2,0.36,0.64,236.0,5.08736,3.7115,31058.0,31058.0,31058.0,60180.0,710.369,362.716,720.0,370.0,701.0,356.0,142.0,142.0,142.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.987845,0.155441,0.155441,-0.987845,131.602,131.602,131.602,255.0,116.0,116.0,116.0,255.0,37.138,37.138,37.138,0.0,504327.0,504327.0,504327.0,1.12404e+06,255.0,255.0,255.0,255.0,114.412,114.412,114.412,255.0,72.0,72.0,72.0,255.0,925.626,925.626,925.626,0.0
1099,10,16,0,Label 2,0.29,0.71,433.0,7.01177,5.12217,54311.0,54311.0,54311.0,110415.0,418.333,377.778,432.0,388.0,403.0,366.0,147.0,147.0,147.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.964401,0.264445,0.264445,-0.964401,125.43,125.43,125.43,255.0,113.0,113.0,113.0,255.0,73.1042,73.1042,73.1042,0.0,549060.0,549060.0,549060.0,1.30662e+06,142.0,142.0,142.0,255.0,107.155,107.155,107.155,255.0,75.0,75.0,75.0,255.0,80.934,80.934,80.934,0.0
1100,10,17,0,Label 1,0.61,0.39,270.0,6.05114,3.89835,32507.0,32507.0,32507.0,68850.0,682.359,389.178,694.0,399.0,671.0,381.0,141.0,141.0,141.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.826755,0.562563,0.562563,-0.826755,120.396,120.396,120.396,255.0,112.0,112.0,112.0,255.0,36.38,36.38,36.38,0.0,511006.0,511006.0,511006.0,1.20921e+06,156.0,156.0,156.0,255.0,107.762,107.762,107.762,255.0,81.0,81.0,81.0,255.0,97.284,97.284,97.284,0.0
1101,10,18,0,Label 1,0.81,0.19,1306.0,18.5539,9.14557,159512.0,159512.0,159512.0,333030.0,982.469,455.027,1010.0,482.0,951.0,427.0,133.0,133.0,133.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.844868,-0.534976,-0.534976,-0.844868,122.138,122.138,122.138,255.0,108.0,108.0,108.0,255.0,23.592,23.592,23.592,0.0,806055.0,806055.0,806055.0,2.12848e+06,123.0,123.0,123.0,255.0,96.5682,96.5682,96.5682,255.0,81.0,81.0,81.0,255.0,24.4593,24.4593,24.4593,0.0
1102,10,19,0,Label 2,0.21,0.79,1396.0,25.4418,6.11335,168368.0,168368.0,168368.0,355980.0,415.451,456.433,452.0,497.0,377.0,429.0,131.0,131.0,131.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.728094,-0.685478,-0.685478,-0.728094,120.607,120.607,120.607,255.0,107.0,107.0,107.0,255.0,23.9548,23.9548,23.9548,0.0,925890.0,925890.0,925890.0,2.41383e+06,131.0,131.0,131.0,255.0,97.8122,97.8122,97.8122,255.0,26.0,26.0,26.0,255.0,250.991,250.991,250.991,0.0
1103,10,20,0,Label 1,0.66,0.34,206.0,5.13261,3.22125,26190.0,26190.0,26190.0,52530.0,657.597,438.442,667.0,445.0,648.0,433.0,134.0,134.0,134.0,255.0,0.57735,-0.632582,0.0,-0.516243,0.57735,0.76337,0.0,-0.289711,0.57735,-0.130788,0.0,0.805954,0.0,-0.0,1.0,0.0,0.997984,-0.063466,-0.063466,-0.997984,127.136,127.136,127.136,255.0,118.0,118.0,118.0,255.0,14.4281,14.4281,14.4281,0.0,458795.0,458795.0,458795.0,1.10619e+06,184.0,184.0,184.0,255.0,105.762,105.762,105.762,255.0,83.0,83.0,83.0,255.0,129.048,129.048,129.048,0.0
1104,10,21,0,Label 1,0.71,0.29,390.0,7.83851,4.15812,45321.0,45321.0,45321.0,99450.0,571.992,493.349,584.0,504.0,558.0,483.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.902583,0.430515,0.430515,-0.902583,116.208,116.208,116.208,255.0,107.0,107.0,107.0,255.0,18.0517,18.0517,18.0517,0.0,499456.0,499456.0,499456.0,1.29438e+06,121.0,121.0,121.0,255.0,98.3956,98.3956,98.3956,255.0,87.0,87.0,87.0,255.0,19.3608,19.3608,19.3608,0.0
1105,10,22,0,Label 1,0.83,0.17,185.0,4.72621,3.13351,21911.0,21911.0,21911.0,47175.0,674.708,501.886,681.0,510.0,668.0,493.0,124.0,124.0,124.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.476465,-0.879193,0.879193,-0.476465,118.438,118.438,118.438,255.0,108.0,108.0,108.0,255.0,17.7596,17.7596,17.7596,0.0,417337.0,417337.0,417337.0,1.08324e+06,120.0,120.0,120.0,255.0,98.2432,98.2432,98.2432,255.0,83.0,83.0,83.0,255.0,27.9251,27.9251,27.9251,0.0
1106,10,23,0,Label 1,0.81,0.19,1543.0,27.8512,11.4392,176730.0,176730.0,176730.0,393465.0,252.29,541.57,276.0,573.0,219.0,494.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.515609,-0.856824,0.856824,-0.515609,114.537,114.537,114.537,255.0,105.0,105.0,105.0,255.0,11.3413,11.3413,11.3413,0.0,1.05086e+06,1.05086e+06,1.05086e+06,2.70402e+06,156.0,156.0,156.0,255.0,99.1007,99.1007,99.1007,255.0,89.0,89.0,89.0,255.0,32.8226,32.8226,32.8226,0.0
1107,10,24,0,Label 1,0.82,0.18,485.0,8.39491,4.85574,58210.0,58210.0,58210.0,123675.0,620.893,511.487,630.0,529.0,611.0,497.0,130.0,130.0,130.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.00665237,-0.999978,0.999978,0.00665237,120.021,120.021,120.021,255.0,108.0,108.0,108.0,255.0,18.313,18.313,18.313,0.0,533007.0,533007.0,533007.0,1.35558e+06,131.0,131.0,131.0,255.0,100.265,100.265,100.265,255.0,85.0,85.0,85.0,255.0,39.1946,39.1946,39.1946,0.0
1108,10,25,0,Label 1,0.83,0.17,295.0,5.74095,4.12733,35390.0,35390.0,35390.0,75225.0,969.363,543.868,980.0,552.0,958.0,536.0,128.0,128.0,128.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.9961,-0.0882325,-0.0882325,-0.9961,119.966,119.966,119.966,255.0,111.0,111.0,111.0,255.0,14.3107,14.3107,14.3107,0.0,458374.0,458374.0,458374.0,1.17759e+06,123.0,123.0,123.0,255.0,99.2581,99.2581,99.2581,255.0,93.0,93.0,93.0,255.0,10.9083,10.9083,10.9083,0.0
1109,10,26,0,Label 1,0.59,0.41,194.0,5.18543,3.06553,20929.0,20929.0,20929.0,49470.0,1994.6,592.026,2005.0,597.0,1985.0,586.0,113.0,113.0,113.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.983994,0.178202,0.178202,-0.983994,107.881,107.881,107.881,255.0,101.0,101.0,101.0,255.0,5.16636,5.16636,5.16636,0.0,423267.0,423267.0,423267.0,1.10517e+06,133.0,133.0,133.0,255.0,97.662,97.662,97.662,255.0,70.0,70.0,70.0,255.0,102.037,102.037,102.037,0.0
1110,10,27,0,Label 2,0.34,0.66,286.0,5.43925,4.19774,36303.0,36303.0,36303.0,72930.0,498.846,594.762,509.0,603.0,489.0,587.0,140.0,140.0,140.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.963048,0.269328,0.269328,-0.963048,126.934,126.934,126.934,255.0,110.0,110.0,110.0,255.0,58.5166,58.5166,58.5166,0.0,435492.0,435492.0,435492.0,1.16127e+06,121.0,121.0,121.0,255.0,95.6285,95.6285,95.6285,255.0,81.0,81.0,81.0,255.0,25.9217,25.9217,25.9217,0.0
1111,10,28,0,Label 2,0.36,0.64,277.0,7.07064,3.56099,33402.0,33402.0,33402.0,70635.0,39.7978,603.365,50.0,617.0,33.0,592.0,145.0,145.0,145.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.314473,-0.949266,0.949266,0.314473,120.585,120.585,120.585,255.0,102.0,102.0,102.0,255.0,147.189,147.189,147.189,0.0,488524.0,488524.0,488524.0,1.25001e+06,126.0,126.0,126.0,255.0,99.6581,99.6581,99.6581,255.0,65.0,65.0,65.0,255.0,49.0443,49.0443,49.0443,0.0
1112,10,29,0,Label 1,0.64,0.36,203.0,4.24025,3.80495,24235.0,24235.0,24235.0,51765.0,580.399,629.35,588.0,637.0,573.0,622.0,124.0,124.0,124.0,255.0,0.57735,-0.632582,0.0,-0.516243,0.57735,0.76337,0.0,-0.289711,0.57735,-0.130788,0.0,0.805954,0.0,-0.0,1.0,0.0,0.683082,-0.730341,0.730341,0.683082,119.384,119.384,119.384,255.0,108.0,108.0,108.0,255.0,10.9065,10.9065,10.9065,0.0,423583.0,423583.0,423583.0,1.08324e+06,255.0,255.0,255.0,255.0,99.7135,99.7135,99.7135,255.0,91.0,91.0,91.0,255.0,311.372,311.372,311.372,0.0
1113,10,30,0,Label 1,0.6,0.4,872.0,10.1558,7.23834,102967.0,102967.0,102967.0,222360.0,521.263,670.283,543.0,686.0,504.0,655.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.922002,0.387185,0.387185,-0.922002,118.081,118.081,118.081,255.0,109.0,109.0,109.0,255.0,11.1413,11.1413,11.1413,0.0,627073.0,627073.0,627073.0,1.57666e+06,255.0,255.0,255.0,255.0,101.419,101.419,101.419,255.0,87.0,87.0,87.0,255.0,484.9,484.9,484.9,0.0
1114,10,31,0,Label 2,0.34,0.66,207.0,4.54992,3.65656,25211.0,25211.0,25211.0,52785.0,150.652,693.01,158.0,702.0,144.0,685.0,137.0,137.0,137.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.317813,-0.948153,0.948153,-0.317813,121.792,121.792,121.792,255.0,108.0,108.0,108.0,255.0,49.9134,49.9134,49.9134,0.0,427046.0,427046.0,427046.0,1.09446e+06,129.0,129.0,129.0,255.0,99.4981,99.4981,99.4981,255.0,62.0,62.0,62.0,255.0,78.9807,78.9807,78.9807,0.0
1115,10,32,0,Label 1,0.89,0.11,1191.0,17.8313,6.40923,141949.0,141949.0,141949.0,303705.0,249.114,737.291,263.0,769.0,235.0,708.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.0810875,-0.996707,0.996707,0.0810875,119.185,119.185,119.185,255.0,109.0,109.0,109.0,255.0,7.18334,7.18334,7.18334,0.0,766018.0,766018.0,766018.0,1.93902e+06,125.0,125.0,125.0,255.0,100.739,100.739,100.739,255.0,89.0,89.0,89.0,255.0,29.7453,29.7453,29.7453,0.0
1116,10,33,0,Label 1,0.79,0.21,346.0,5.90944,4.67229,40621.0,40621.0,40621.0,88230.0,292.13,753.772,302.0,765.0,283.0,743.0,124.0,124.0,124.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.514253,-0.857639,0.857639,-0.514253,117.402,117.402,117.402,255.0,107.0,107.0,107.0,255.0,16.5756,16.5756,16.5756,0.0,470190.0,470190.0,470190.0,1.20819e+06,121.0,121.0,121.0,255.0,99.2381,99.2381,99.2381,255.0,88.0,88.0,88.0,255.0,27.766,27.766,27.766,0.0
1117,10,34,0,Label 1,0.76,0.24,337.0,6.00858,4.52753,37754.0,37754.0,37754.0,85935.0,1425.31,803.611,1437.0,813.0,1414.0,795.0,117.0,117.0,117.0,255.0,0.57735,0.408248,0.707107,0.0,0.57735,0.408248,-0.707107,0.0,0.57735,-0.816497,0.0,0.0,0.0,-0.0,0.0,1.0,0.94525,0.326347,0.326347,-0.94525,112.03,112.03,112.03,255.0,105.0,105.0,105.0,255.0,6.26025,6.26025,6.26025,0.0,437547.0,437547.0,437547.0,1.20921e+06,124.0,124.0,124.0,255.0,92.2706,92.2706,92.2706,255.0,79.0,79.0,79.0,255.0,74.2037,74.2037,74.2037,0.0
1118,10,35,0,Label 1,0.76,0.24,220.0,4.98445,3.54741,26015.0,26015.0,26015.0,56100.0,133.268,818.768,141.0,827.0,126.0,809.0,120.0,120.0,120.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.441037,-0.897489,0.897489,0.441037,118.25,118.25,118.25,255.0,115.0,115.0,115.0,255.0,1.70568,1.70568,1.70568,0.0,453416.0,453416.0,453416.0,1.1118e+06,120.0,120.0,120.0,255.0,103.994,103.994,103.994,255.0,95.0,95.0,95.0,255.0,16.566,16.566,16.566,0.0
1119,10,36,0,Label 1,0.77,0.23,290.0,5.55102,4.18183,33871.0,33871.0,33871.0,73950.0,1430.69,838.638,1441.0,847.0,1421.0,830.0,124.0,124.0,124.0,255.0,0.57735,-0.617145,0.0,-0.534601,0.57735,0.771551,0.0,-0.267163,0.57735,-0.154406,0.0,0.801764,0.0,-0.0,1.0,0.0,0.842795,0.538235,0.538235,-0.842795,116.797,116.797,116.797,255.0,100.0,100.0,100.0,255.0,36.6724,36.6724,36.6724,0.0,426366.0,426366.0,426366.0,1.16892e+06,123.0,123.0,123.0,255.0,93.0118,93.0118,93.0118,255.0,80.0,80.0,80.0,255.0,50.5535,50.5535,50.5535,0.0
1120,10,37,0,Label 1,0.93,0.07,356.0,7.42667,3.89369,41960.0,41960.0,41960.0,90780.0,1480.53,850.719,1490.0,865.0,1473.0,838.0,125.0,125.0,125.0,255.0,0.57735,0.0,-0.719025,-0.386872,0.57735,0.0,0.0244713,0.81613,0.57735,0.0,0.694553,-0.429258,0.0,1.0,0.0,0.0,-0.206885,-0.978365,0.978365,-0.206885,117.865,117.865,117.865,255.0,108.0,108.0,108.0,255.0,16.8582,16.8582,16.8582,0.0,465114.0,465114.0,465114.0,1.25613e+06,127.0,127.0,127.0,255.0,94.4202,94.4202,94.4202,255.0,85.0,85.0,85.0,255.0,55.4008,55.4008,55.4008,0.0
1121,10,38,0,Label 2,0.13,0.87,887.0,23.9039,4.10342,105768.0,105768.0,105768.0,226185.0,68.363,879.416,117.0,893.0,28.0,868.0,138.0,138.0,138.0,255.0,0.57735,-0.558462,0.0,-0.59564,0.57735,0.79507,0.0,-0.185823,0.57735,-0.236608,0.0,0.781462,0.0,-0.0,1.0,0.0,0.988198,-0.153182,-0.153182,-0.988198,119.242,119.242,119.242,255.0,99.0,99.0,99.0,255.0,97.4148,97.4148,97.4148,0.0,776950.0,776950.0,776950.0,2.21238e+06,155.0,155.0,155.0,255.0,89.5516,89.5516,89.5516,255.0,28.0,28.0,28.0,255.0,446.643,446.643,446.643,0.0
1122,10,39,0,Label 1,0.87,0.13,375.0,6.79409,4.78249,43931.0,43931.0,43931.0,95625.0,1246.34,937.104,1260.0,949.0,1233.0,928.0,123.0,123.0,123.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.898431,-0.439115,-0.439115,-0.898431,117.149,117.149,117.149,255.0,105.0,105.0,105.0,255.0,13.4337,13.4337,13.4337,0.0,485229.0,485229.0,485229.0,1.27857e+06,120.0,120.0,120.0,255.0,96.7748,96.7748,96.7748,255.0,91.0,91.0,91.0,255.0,16.3244,16.3244,16.3244,0.0
1123,10,40,0,Label 2,0.24,0.76,1251.0,30.2763,5.33297,147514.0,147514.0,147514.0,319005.0,143.006,1024.1,172.0,1060.0,100.0,970.0,130.0,130.0,130.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.625198,-0.780466,0.780466,-0.625198,117.917,117.917,117.917,255.0,107.0,107.0,107.0,255.0,24.0698,24.0698,24.0698,0.0,899430.0,899430.0,899430.0,2.57422e+06,186.0,186.0,186.0,255.0,89.0966,89.0966,89.0966,255.0,43.0,43.0,43.0,255.0,368.257,368.257,368.257,0.0
1124,10,41,0,Label 1,0.81,0.19,363.0,7.73204,3.89559,43933.0,43933.0,43933.0,92565.0,1305.2,991.025,1314.0,1006.0,1294.0,979.0,128.0,128.0,128.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.494955,-0.868919,0.868919,0.494955,121.028,121.028,121.028,255.0,108.0,108.0,108.0,255.0,29.2059,29.2059,29.2059,0.0,490487.0,490487.0,490487.0,1.27526e+06,199.0,199.0,199.0,255.0,98.0778,98.0778,98.0778,255.0,80.0,80.0,80.0,255.0,123.764,123.764,123.764,0.0
1125,10,42,0,Label 1,0.78,0.22,268.0,6.55239,3.28792,32561.0,32561.0,32561.0,68340.0,1280.28,1001.33,1287.0,1013.0,1274.0,989.0,131.0,131.0,131.0,255.0,0.57735,-0.617145,0.0,-0.534601,0.57735,0.771551,0.0,-0.267163,0.57735,-0.154406,0.0,0.801764,0.0,-0.0,1.0,0.0,0.173387,-0.984854,0.984854,0.173387,121.496,121.496,121.496,255.0,105.0,105.0,105.0,255.0,35.6903,35.6903,35.6903,0.0,453029.0,453029.0,453029.0,1.18116e+06,141.0,141.0,141.0,255.0,97.8042,97.8042,97.8042,255.0,80.0,80.0,80.0,255.0,100.323,100.323,100.323,0.0
1126,10,43,0,Label 2,0.14,0.86,179.0,3.83592,3.71569,22479.0,22479.0,22479.0,45645.0,25.6592,1042.83,33.0,1050.0,19.0,1036.0,139.0,139.0,139.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.696675,-0.717387,0.717387,-0.696675,125.581,125.581,125.581,255.0,112.0,112.0,112.0,255.0,53.1596,53.1596,53.1596,0.0,356491.0,356491.0,356491.0,958800.0,195.0,195.0,195.0,255.0,94.8114,94.8114,94.8114,255.0,30.0,30.0,30.0,255.0,649.86,649.86,649.86,0.0
